"createdAt","updatedAt","itemId","ingredientId"
"2024-04-03 13:52:46","2024-04-03 13:52:46","1435","17307"
"2024-04-03 13:52:46","2024-04-03 13:52:46","1435","17308"
"2024-04-03 13:53:00","2024-04-03 13:53:00","1436","5572"
"2024-04-03 13:53:00","2024-04-03 13:53:00","1436","5635"
"2024-04-03 13:53:00","2024-04-03 13:53:00","1436","17304"
"2024-04-03 13:53:00","2024-04-03 13:53:00","1436","17305"
"2024-04-03 13:53:00","2024-04-03 13:53:00","1436","17307"
"2024-04-03 13:53:00","2024-04-03 13:53:00","1436","17308"
"2024-04-03 13:53:25","2024-04-03 13:53:25","1437","5572"
"2024-04-03 13:53:25","2024-04-03 13:53:25","1437","5644"
"2024-04-03 13:53:25","2024-04-03 13:53:25","1437","17307"
"2024-04-03 13:53:25","2024-04-03 13:53:25","1437","17308"
"2024-04-03 13:53:25","2024-04-03 13:53:25","1437","17309"
"2024-04-03 13:53:40","2024-04-03 13:53:40","1438","5529"
"2024-04-03 13:53:40","2024-04-03 13:53:40","1438","17304"
"2024-04-03 13:53:40","2024-04-03 13:53:40","1438","17305"
"2024-04-03 13:53:40","2024-04-03 13:53:40","1438","17307"
"2024-04-03 13:53:40","2024-04-03 13:53:40","1438","17308"
"2024-04-03 13:53:40","2024-04-03 13:53:40","1438","17309"
"2024-04-03 13:53:52","2024-04-03 13:53:52","1439","5572"
"2024-04-03 13:53:52","2024-04-03 13:53:52","1439","5635"
"2024-04-03 13:53:52","2024-04-03 13:53:52","1439","17308"
"2024-04-03 13:53:52","2024-04-03 13:53:52","1439","17309"
"2024-04-03 13:54:03","2024-04-03 13:54:03","1440","5529"
"2024-04-03 13:54:03","2024-04-03 13:54:03","1440","5572"
"2024-04-03 13:54:03","2024-04-03 13:54:03","1440","5635"
"2024-04-03 13:54:03","2024-04-03 13:54:03","1440","17307"
"2024-02-07 21:21:17","2024-02-07 21:21:17","1514","6180"
"2024-02-07 21:21:17","2024-02-07 21:21:17","1514","6289"
"2024-02-07 21:21:17","2024-02-07 21:21:17","1514","6305"
"2024-03-27 10:56:43","2024-03-27 10:56:43","1578","477"
"2024-03-27 10:56:43","2024-03-27 10:56:43","1578","478"
"2024-02-23 16:30:59","2024-02-23 16:30:59","1672","7854"
"2024-02-23 16:30:59","2024-02-23 16:30:59","1672","7897"
"2024-02-23 16:30:59","2024-02-23 16:30:59","1672","8012"
"2024-03-19 14:58:25","2024-03-19 14:58:25","2828","19260"
"2024-03-19 14:58:25","2024-03-19 14:58:25","2828","19415"
"2024-03-19 14:58:25","2024-03-19 14:58:25","2828","19434"
"2024-03-20 06:28:00","2024-03-20 06:28:00","2907","20162"
"2024-03-20 06:28:00","2024-03-20 06:28:00","2907","20164"
"2024-03-20 06:28:00","2024-03-20 06:28:00","2907","20166"
"2024-04-12 14:47:44","2024-04-12 14:47:44","4115","22776"
