"id","name","type","description","designClass","isActive","isDeleted","createdAt","updatedAt","restaurantId","name_ol","isDefault"
"30","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2023-09-26 17:35:38","2023-09-26 17:35:38","2","Sulfites","1"
"31","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2023-09-26 17:35:38","2023-09-26 17:35:38","2","Mustard","1"
"32","Outro",NULL,NULL,"ico_other.png","1","0","2023-09-26 17:35:38","2023-09-26 17:35:38","2","Other","1"
"33","test1",NULL,NULL,"ico_other.png","1","0","2023-09-26 17:56:15","2023-09-26 17:56:37","2","test1","0"
"34","gluten",NULL,NULL,"ico_gluten.png","1","0","2023-09-27 05:13:17","2023-09-27 05:13:17","3","Gluten","1"
"35","vegano",NULL,NULL,"ico_vegan.png","1","0","2023-09-27 05:13:17","2023-09-27 05:13:17","3","Vegan","1"
"36","Lactose",NULL,NULL,"ico_lactose.png","1","0","2023-09-27 05:13:17","2023-09-27 05:13:17","3","Lactose","1"
"37","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2023-09-27 05:13:17","2023-09-27 05:13:17","3","Vegetarian","1"
"38","Nozes",NULL,NULL,"ico_nuts.png","1","0","2023-09-27 05:13:17","2023-09-27 05:13:17","3","Nuts","1"
"39","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2023-09-27 05:13:17","2023-09-27 05:13:17","3","Seafood","1"
"40","Ovos",NULL,NULL,"ico_eggs.png","1","0","2023-09-27 05:13:17","2023-09-27 05:13:17","3","Eggs","1"
"41","Soja",NULL,NULL,"ico_soy.png","1","0","2023-09-27 05:13:17","2023-09-27 05:13:17","3","Soy","1"
"42","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2023-09-27 05:13:17","2023-09-27 05:13:17","3","Spicy","1"
"43","Carne",NULL,NULL,"ico_meat.png","1","0","2023-09-27 05:13:17","2023-09-27 05:13:17","3","Meat","1"
"44","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2023-09-27 05:13:17","2023-09-27 05:13:17","3","Dairy","1"
"45","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2023-09-27 05:13:17","2023-09-27 05:13:17","3","Alcohol","1"
"46","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2023-09-27 05:13:17","2023-09-27 05:13:17","3","Sesame","1"
"47","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2023-09-27 05:13:17","2023-09-27 05:13:17","3","Sulfites","1"
"48","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2023-09-27 05:13:17","2023-09-27 05:13:17","3","Mustard","1"
"49","Outro",NULL,NULL,"ico_other.png","1","0","2023-09-27 05:13:17","2023-09-27 05:13:17","3","Other","1"
"50","gluten",NULL,NULL,"ico_gluten.png","1","0","2023-09-30 12:48:28","2023-09-30 12:48:28","4","Gluten","1"
"51","vegano",NULL,NULL,"ico_vegan.png","1","0","2023-09-30 12:48:28","2023-09-30 12:48:28","4","Vegan","1"
"52","Lactose",NULL,NULL,"ico_lactose.png","1","0","2023-09-30 12:48:28","2023-09-30 12:48:28","4","Lactose","1"
"53","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2023-09-30 12:48:28","2023-09-30 12:48:28","4","Vegetarian","1"
"54","Nozes",NULL,NULL,"ico_nuts.png","1","0","2023-09-30 12:48:28","2023-09-30 12:48:28","4","Nuts","1"
"55","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2023-09-30 12:48:28","2023-09-30 12:48:28","4","Seafood","1"
"56","Ovos",NULL,NULL,"ico_eggs.png","1","0","2023-09-30 12:48:28","2023-09-30 12:48:28","4","Eggs","1"
"57","Soja",NULL,NULL,"ico_soy.png","1","0","2023-09-30 12:48:28","2023-09-30 12:48:28","4","Soy","1"
"58","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2023-09-30 12:48:28","2023-09-30 12:48:28","4","Spicy","1"
"59","Carne",NULL,NULL,"ico_meat.png","1","0","2023-09-30 12:48:28","2023-09-30 12:48:28","4","Meat","1"
"60","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2023-09-30 12:48:28","2023-09-30 12:48:28","4","Dairy","1"
"61","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2023-09-30 12:48:28","2023-09-30 12:48:28","4","Alcohol","1"
"62","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2023-09-30 12:48:28","2023-09-30 12:48:28","4","Sesame","1"
"63","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2023-09-30 12:48:28","2023-09-30 12:48:28","4","Sulfites","1"
"64","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2023-09-30 12:48:28","2023-09-30 12:48:28","4","Mustard","1"
"65","Outro",NULL,NULL,"ico_other.png","1","0","2023-09-30 12:48:28","2023-09-30 12:48:28","4","Other","1"
"66","gluten",NULL,NULL,"ico_gluten.png","1","0","2023-10-03 22:25:21","2023-10-03 22:25:21","5","Gluten","1"
"67","vegano",NULL,NULL,"ico_vegan.png","1","0","2023-10-03 22:25:21","2023-10-03 22:25:21","5","Vegan","1"
"68","Lactose",NULL,NULL,"ico_lactose.png","1","0","2023-10-03 22:25:21","2023-10-03 22:25:21","5","Lactose","1"
"69","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2023-10-03 22:25:21","2023-10-03 22:25:21","5","Vegetarian","1"
"70","Nozes",NULL,NULL,"ico_nuts.png","1","0","2023-10-03 22:25:21","2023-10-03 22:25:21","5","Nuts","1"
"71","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2023-10-03 22:25:21","2023-10-03 22:25:21","5","Seafood","1"
"72","Ovos",NULL,NULL,"ico_eggs.png","1","0","2023-10-03 22:25:21","2023-10-03 22:25:21","5","Eggs","1"
"73","Soja",NULL,NULL,"ico_soy.png","1","0","2023-10-03 22:25:21","2023-10-03 22:25:21","5","Soy","1"
"74","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2023-10-03 22:25:21","2023-10-03 22:25:21","5","Spicy","1"
"75","Carne",NULL,NULL,"ico_meat.png","1","0","2023-10-03 22:25:21","2023-10-03 22:25:21","5","Meat","1"
"76","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2023-10-03 22:25:21","2023-10-03 22:25:21","5","Dairy","1"
"77","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2023-10-03 22:25:21","2023-10-03 22:25:21","5","Alcohol","1"
"78","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2023-10-03 22:25:21","2023-10-03 22:25:21","5","Sesame","1"
"79","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2023-10-03 22:25:21","2023-10-03 22:25:21","5","Sulfites","1"
"80","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2023-10-03 22:25:21","2023-10-03 22:25:21","5","Mustard","1"
"81","Outro",NULL,NULL,"ico_other.png","1","0","2023-10-03 22:25:21","2023-10-03 22:25:21","5","Other","1"
"82","gluten",NULL,NULL,"ico_gluten.png","1","0","2023-10-09 14:41:05","2023-10-09 14:41:05","6","Gluten","1"
"83","vegano",NULL,NULL,"ico_vegan.png","1","0","2023-10-09 14:41:05","2023-10-09 14:41:05","6","Vegan","1"
"84","Lactose",NULL,NULL,"ico_lactose.png","1","0","2023-10-09 14:41:05","2023-10-09 14:41:05","6","Lactose","1"
"85","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2023-10-09 14:41:05","2023-10-09 14:41:05","6","Vegetarian","1"
"86","Nozes",NULL,NULL,"ico_nuts.png","1","0","2023-10-09 14:41:05","2023-10-09 14:41:05","6","Nuts","1"
"87","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2023-10-09 14:41:05","2023-10-09 14:41:05","6","Seafood","1"
"88","Ovos",NULL,NULL,"ico_eggs.png","1","0","2023-10-09 14:41:05","2023-10-09 14:41:05","6","Eggs","1"
"89","Soja",NULL,NULL,"ico_soy.png","1","0","2023-10-09 14:41:05","2023-10-09 14:41:05","6","Soy","1"
"90","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2023-10-09 14:41:05","2023-10-09 14:41:05","6","Spicy","1"
"91","Carne",NULL,NULL,"ico_meat.png","1","0","2023-10-09 14:41:05","2023-10-09 14:41:05","6","Meat","1"
"92","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2023-10-09 14:41:05","2023-10-09 14:41:05","6","Dairy","1"
"93","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2023-10-09 14:41:05","2023-10-09 14:41:05","6","Alcohol","1"
"94","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2023-10-09 14:41:05","2023-10-09 14:41:05","6","Sesame","1"
"95","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2023-10-09 14:41:05","2023-10-09 14:41:05","6","Sulfites","1"
"96","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2023-10-09 14:41:05","2023-10-09 14:41:05","6","Mustard","1"
"97","Outro",NULL,NULL,"ico_other.png","1","0","2023-10-09 14:41:05","2023-10-09 14:41:05","6","Other","1"
"98","gluten",NULL,NULL,"ico_gluten.png","1","0","2023-10-10 10:36:15","2023-10-10 10:36:15","7","Gluten","1"
"99","vegano",NULL,NULL,"ico_vegan.png","1","0","2023-10-10 10:36:15","2023-10-10 10:36:15","7","Vegan","1"
"100","Lactose",NULL,NULL,"ico_lactose.png","1","0","2023-10-10 10:36:15","2023-10-10 10:36:15","7","Lactose","1"
"101","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2023-10-10 10:36:15","2023-10-10 10:36:15","7","Vegetarian","1"
"102","Nozes",NULL,NULL,"ico_nuts.png","1","0","2023-10-10 10:36:15","2023-10-10 10:36:15","7","Nuts","1"
"103","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2023-10-10 10:36:15","2023-10-10 10:36:15","7","Seafood","1"
"104","Ovos",NULL,NULL,"ico_eggs.png","1","0","2023-10-10 10:36:15","2023-10-10 10:36:15","7","Eggs","1"
"105","Soja",NULL,NULL,"ico_soy.png","1","0","2023-10-10 10:36:15","2023-10-10 10:36:15","7","Soy","1"
"106","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2023-10-10 10:36:15","2023-10-10 10:36:15","7","Spicy","1"
"107","Carne",NULL,NULL,"ico_meat.png","1","0","2023-10-10 10:36:15","2023-10-10 10:36:15","7","Meat","1"
"108","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2023-10-10 10:36:15","2023-10-10 10:36:15","7","Dairy","1"
"109","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2023-10-10 10:36:15","2023-10-10 10:36:15","7","Alcohol","1"
"110","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2023-10-10 10:36:15","2023-10-10 10:36:15","7","Sesame","1"
"111","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2023-10-10 10:36:15","2023-10-10 10:36:15","7","Sulfites","1"
"112","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2023-10-10 10:36:15","2023-10-10 10:36:15","7","Mustard","1"
"113","Outro",NULL,NULL,"ico_other.png","1","0","2023-10-10 10:36:15","2023-10-10 10:36:15","7","Other","1"
"114","gluten",NULL,NULL,"ico_gluten.png","1","0","2023-11-08 18:29:47","2023-11-08 18:29:47","8","Gluten","1"
"115","vegano",NULL,NULL,"ico_vegan.png","1","0","2023-11-08 18:29:47","2023-11-08 18:29:47","8","Vegan","1"
"116","Lactose",NULL,NULL,"ico_lactose.png","1","0","2023-11-08 18:29:47","2023-11-08 18:29:47","8","Lactose","1"
"117","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2023-11-08 18:29:47","2023-11-08 18:29:47","8","Vegetarian","1"
"118","Nozes",NULL,NULL,"ico_nuts.png","1","0","2023-11-08 18:29:47","2023-11-08 18:29:47","8","Nuts","1"
"119","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2023-11-08 18:29:47","2023-11-08 18:29:47","8","Seafood","1"
"120","Ovos",NULL,NULL,"ico_eggs.png","1","0","2023-11-08 18:29:47","2023-11-08 18:29:47","8","Eggs","1"
"121","Soja",NULL,NULL,"ico_soy.png","1","0","2023-11-08 18:29:47","2023-11-08 18:29:47","8","Soy","1"
"122","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2023-11-08 18:29:47","2023-11-08 18:29:47","8","Spicy","1"
"123","Carne",NULL,NULL,"ico_meat.png","1","0","2023-11-08 18:29:47","2023-11-08 18:29:47","8","Meat","1"
"124","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2023-11-08 18:29:47","2023-11-08 18:29:47","8","Dairy","1"
"125","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2023-11-08 18:29:47","2023-11-08 18:29:47","8","Alcohol","1"
"126","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2023-11-08 18:29:47","2023-11-08 18:29:47","8","Sesame","1"
"127","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2023-11-08 18:29:47","2023-11-08 18:29:47","8","Sulfites","1"
"128","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2023-11-08 18:29:47","2023-11-08 18:29:47","8","Mustard","1"
"129","Outro",NULL,NULL,"ico_other.png","1","0","2023-11-08 18:29:47","2023-11-08 18:29:47","8","Other","1"
"130","gluten",NULL,NULL,"ico_gluten.png","1","0","2023-11-18 08:57:31","2023-11-18 08:57:31","9","Gluten","1"
"131","vegano",NULL,NULL,"ico_vegan.png","1","0","2023-11-18 08:57:31","2023-11-18 08:57:31","9","Vegan","1"
"132","Lactose",NULL,NULL,"ico_lactose.png","1","0","2023-11-18 08:57:31","2023-11-18 08:57:31","9","Lactose","1"
"133","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2023-11-18 08:57:31","2023-11-18 08:57:31","9","Vegetarian","1"
"134","Nozes",NULL,NULL,"ico_nuts.png","1","0","2023-11-18 08:57:31","2023-11-18 08:57:31","9","Nuts","1"
"135","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2023-11-18 08:57:31","2023-11-18 08:57:31","9","Seafood","1"
"136","Ovos",NULL,NULL,"ico_eggs.png","1","0","2023-11-18 08:57:31","2023-11-18 08:57:31","9","Eggs","1"
"137","Soja",NULL,NULL,"ico_soy.png","1","0","2023-11-18 08:57:31","2023-11-18 08:57:31","9","Soy","1"
"138","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2023-11-18 08:57:31","2023-11-18 08:57:31","9","Spicy","1"
"139","Carne",NULL,NULL,"ico_meat.png","1","0","2023-11-18 08:57:31","2023-11-18 08:57:31","9","Meat","1"
"140","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2023-11-18 08:57:31","2023-11-18 08:57:31","9","Dairy","1"
"141","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2023-11-18 08:57:31","2023-11-18 08:57:31","9","Alcohol","1"
"142","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2023-11-18 08:57:31","2023-11-18 08:57:31","9","Sesame","1"
"143","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2023-11-18 08:57:31","2023-11-18 08:57:31","9","Sulfites","1"
"144","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2023-11-18 08:57:31","2023-11-18 08:57:31","9","Mustard","1"
"145","Outro",NULL,NULL,"ico_other.png","1","0","2023-11-18 08:57:31","2023-11-18 08:57:31","9","Other","1"
"146","gluten",NULL,NULL,"ico_gluten.png","1","0","2023-11-21 19:16:38","2023-11-21 19:16:38","10","Gluten","1"
"147","vegano",NULL,NULL,"ico_vegan.png","1","0","2023-11-21 19:16:38","2023-11-21 19:16:38","10","Vegan","1"
"148","Lactose",NULL,NULL,"ico_lactose.png","1","0","2023-11-21 19:16:38","2023-11-21 19:16:38","10","Lactose","1"
"149","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2023-11-21 19:16:38","2023-11-21 19:16:38","10","Vegetarian","1"
"150","Nozes",NULL,NULL,"ico_nuts.png","1","0","2023-11-21 19:16:38","2023-11-21 19:16:38","10","Nuts","1"
"151","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2023-11-21 19:16:38","2023-11-21 19:16:38","10","Seafood","1"
"152","Ovos",NULL,NULL,"ico_eggs.png","1","0","2023-11-21 19:16:38","2023-11-21 19:16:38","10","Eggs","1"
"153","Soja",NULL,NULL,"ico_soy.png","1","0","2023-11-21 19:16:38","2023-11-21 19:16:38","10","Soy","1"
"154","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2023-11-21 19:16:38","2023-11-21 19:16:38","10","Spicy","1"
"155","Carne",NULL,NULL,"ico_meat.png","1","0","2023-11-21 19:16:38","2023-11-21 19:16:38","10","Meat","1"
"156","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2023-11-21 19:16:38","2023-11-21 19:16:38","10","Dairy","1"
"157","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2023-11-21 19:16:38","2023-11-21 19:16:38","10","Alcohol","1"
"158","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2023-11-21 19:16:38","2023-11-21 19:16:38","10","Sesame","1"
"159","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2023-11-21 19:16:38","2023-11-21 19:16:38","10","Sulfites","1"
"160","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2023-11-21 19:16:38","2023-11-21 19:16:38","10","Mustard","1"
"161","Outro",NULL,NULL,"ico_other.png","1","0","2023-11-21 19:16:38","2023-11-21 19:16:38","10","Other","1"
"162","gluten",NULL,NULL,"ico_gluten.png","1","0","2023-11-27 23:22:24","2023-11-27 23:22:24","11","Gluten","1"
"163","vegano",NULL,NULL,"ico_vegan.png","1","0","2023-11-27 23:22:24","2023-11-27 23:22:24","11","Vegan","1"
"164","Lactose",NULL,NULL,"ico_lactose.png","1","0","2023-11-27 23:22:24","2023-11-27 23:22:24","11","Lactose","1"
"165","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2023-11-27 23:22:24","2023-11-27 23:22:24","11","Vegetarian","1"
"166","Nozes",NULL,NULL,"ico_nuts.png","1","0","2023-11-27 23:22:24","2023-11-27 23:22:24","11","Nuts","1"
"167","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2023-11-27 23:22:24","2023-11-27 23:22:24","11","Seafood","1"
"168","Ovos",NULL,NULL,"ico_eggs.png","1","0","2023-11-27 23:22:24","2023-11-27 23:22:24","11","Eggs","1"
"169","Soja",NULL,NULL,"ico_soy.png","1","0","2023-11-27 23:22:24","2023-11-27 23:22:24","11","Soy","1"
"170","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2023-11-27 23:22:24","2023-11-27 23:22:24","11","Spicy","1"
"171","Carne",NULL,NULL,"ico_meat.png","1","0","2023-11-27 23:22:24","2023-11-27 23:22:24","11","Meat","1"
"172","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2023-11-27 23:22:24","2023-11-27 23:22:24","11","Dairy","1"
"173","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2023-11-27 23:22:24","2023-11-27 23:22:24","11","Alcohol","1"
"174","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2023-11-27 23:22:24","2023-11-27 23:22:24","11","Sesame","1"
"175","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2023-11-27 23:22:24","2023-11-27 23:22:24","11","Sulfites","1"
"176","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2023-11-27 23:22:24","2023-11-27 23:22:24","11","Mustard","1"
"177","Outro",NULL,NULL,"ico_other.png","1","0","2023-11-27 23:22:24","2023-11-27 23:22:24","11","Other","1"
"178","gluten",NULL,NULL,"ico_gluten.png","1","0","2023-12-01 19:03:03","2023-12-01 19:03:03","12","Gluten","1"
"179","vegano",NULL,NULL,"ico_vegan.png","1","0","2023-12-01 19:03:03","2023-12-01 19:03:03","12","Vegan","1"
"180","Lactose",NULL,NULL,"ico_lactose.png","1","0","2023-12-01 19:03:03","2023-12-01 19:03:03","12","Lactose","1"
"181","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2023-12-01 19:03:03","2023-12-01 19:03:03","12","Vegetarian","1"
"182","Nozes",NULL,NULL,"ico_nuts.png","1","0","2023-12-01 19:03:03","2023-12-01 19:03:03","12","Nuts","1"
"183","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2023-12-01 19:03:03","2023-12-01 19:03:03","12","Seafood","1"
"184","Ovos",NULL,NULL,"ico_eggs.png","1","0","2023-12-01 19:03:03","2023-12-01 19:03:03","12","Eggs","1"
"185","Soja",NULL,NULL,"ico_soy.png","1","0","2023-12-01 19:03:03","2023-12-01 19:03:03","12","Soy","1"
"186","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2023-12-01 19:03:03","2023-12-01 19:03:03","12","Spicy","1"
"187","Carne",NULL,NULL,"ico_meat.png","1","0","2023-12-01 19:03:03","2023-12-01 19:03:03","12","Meat","1"
"188","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2023-12-01 19:03:03","2023-12-01 19:03:03","12","Dairy","1"
"189","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2023-12-01 19:03:03","2023-12-01 19:03:03","12","Alcohol","1"
"190","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2023-12-01 19:03:03","2023-12-01 19:03:03","12","Sesame","1"
"191","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2023-12-01 19:03:03","2023-12-01 19:03:03","12","Sulfites","1"
"192","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2023-12-01 19:03:03","2023-12-01 19:03:03","12","Mustard","1"
"193","Outro",NULL,NULL,"ico_other.png","1","0","2023-12-01 19:03:03","2023-12-01 19:03:03","12","Other","1"
"194","gluten",NULL,NULL,"ico_gluten.png","1","0","2023-12-06 16:30:27","2023-12-06 16:30:27","13","Gluten","1"
"195","vegano",NULL,NULL,"ico_vegan.png","1","0","2023-12-06 16:30:27","2023-12-06 16:30:27","13","Vegan","1"
"196","Lactose",NULL,NULL,"ico_lactose.png","1","0","2023-12-06 16:30:27","2023-12-06 16:30:27","13","Lactose","1"
"197","Vegetariano",NULL,NULL,"ico_vegetarian.png","1","0","2023-12-06 16:30:27","2023-12-06 16:30:27","13","Vegetarian","1"
"198","Nozes",NULL,NULL,"ico_nuts.png","1","0","2023-12-06 16:30:27","2023-12-06 16:30:27","13","Nuts","1"
"199","Frutos do mar",NULL,NULL,"ico_seafood.png","1","0","2023-12-06 16:30:27","2023-12-06 16:30:27","13","Seafood","1"
"200","Ovos",NULL,NULL,"ico_eggs.png","1","0","2023-12-06 16:30:27","2023-12-06 16:30:27","13","Eggs","1"
"201","Soja",NULL,NULL,"ico_soy.png","1","0","2023-12-06 16:30:27","2023-12-06 16:30:27","13","Soy","1"
"202","Apimentado",NULL,NULL,"ico_spicy.png","1","0","2023-12-06 16:30:27","2023-12-06 16:30:27","13","Spicy","1"
"203","Carne",NULL,NULL,"ico_meat.png","1","0","2023-12-06 16:30:27","2023-12-06 16:30:27","13","Meat","1"
"204","Laticínio",NULL,NULL,"ico_dairy.png","1","0","2023-12-06 16:30:27","2023-12-06 16:30:27","13","Dairy","1"
"205","Álcool",NULL,NULL,"ico_alcohol.png","1","0","2023-12-06 16:30:27","2023-12-06 16:30:27","13","Alcohol","1"
"206","Sésamo",NULL,NULL,"ico_sesame.png","1","0","2023-12-06 16:30:27","2023-12-06 16:30:27","13","Sesame","1"
"207","sulfitos",NULL,NULL,"ico_sulfites.png","1","0","2023-12-06 16:30:27","2023-12-06 16:30:27","13","Sulfites","1"
"208","Mostarda",NULL,NULL,"ico_mustard.png","1","0","2023-12-06 16:30:27","2023-12-06 16:30:27","13","Mustard","1"
"209","Outro",NULL,NULL,"ico_other.png","1","0","2023-12-06 16:30:27","2023-12-06 16:30:27","13","Other","1"
